MovieID,Title,Genre,ReleaseYear,ReleaseDate,Country,BudgetUSD,US_BoxOfficeUSD,Global_BoxOfficeUSD,Opening_Day_SalesUSD,One_Week_SalesUSD,IMDbRating,RottenTomatoesScore,NumVotesIMDb,NumVotesRT,Director,LeadActor
4150,Executive occur soon,Thriller,2002,20-02-2002,USA,1258538.61,1179192.73,2627054.99,147541.38,672248.61,10.0,100,8745,115,Matthew Beck,Jeffrey Holloway
4151,Security place choose,Drama,1966,16-05-1966,USA,11345130.79,16131493.02,37508998.17,2205614.62,7934810.95,9.2,100,16321,1111,Faith Franklin,Mark Crosby
4152,Quite,Drama,2016,07-08-2016,USA,2786924.27,2106099.57,4215673.1,614708.35,1241558.17,8.6,80,9332,202,Jeffrey Myers MD,Richard Miller
4153,Charge,Documentary,2001,07-04-2001,India,14643561.59,19805951.18,47354146.25,5424439.37,7925592.87,4.7,45,962,355,Kim Watkins,Douglas Bullock
4154,Citizen reflect collection,Romance,2005,05-01-2005,USA,14475562.95,10978938.2,17290361.38,2975592.12,6344253.72,7.6,89,4677,183,Donna Wagner,Brooke Stanley
4155,Art nothing computer,Horror,2020,10-11-2020,USA,9481078.39,16931745.12,26443074.84,2673520.01,8225405.55,7.3,58,2223,1728,Kristina Moore,Melissa Cunningham
4156,Race wonder edge since,Action,2002,20-06-2002,USA,3008390.79,5084440.96,11290242.88,654310.47,2515137.92,9.4,100,2913,50,David Lee,Sierra Brooks
4157,Trial baby easy,Horror,1988,29-08-1988,USA,41267704.51,66050198.67,119498142.1,16397421.96,32950011.42,4.9,44,1183,356,Terry Lawrence,Casey Collins
4158,Work speak measure difficult,Action,1998,17-07-1998,USA,10662708.92,25181444.63,36742830.65,5061431.97,14026967.35,7.1,90,8956,88,Donna Wagner,Brenda Guerrero
4159,Central fast,Drama,2017,05-07-2017,USA,2563975.67,4795173.5,7573089.72,1287274.3,2020039.18,4.9,35,17779,200,William Banks,Richard Mata
4160,Same civil help,Action,1952,02-02-1952,South Korea,20075882.78,11004958.6,20075882.78,1996531.0,5664321.3,6.9,66,2117,76,Brooke Morales,Brenda Wheeler
4161,Foreign own identify,Action,1999,16-01-1999,France,2893866.0,5718783.14,11474158.96,1315957.86,2911940.79,8.7,87,13528,131,Michelle Collins,Anthony Rhodes
4162,More too,Thriller,1962,19-10-1962,USA,2844024.22,1149111.42,2844024.22,188063.23,539382.4,8.7,84,18875,59,Mrs. Hannah Campbell DDS,Jason Chavez
4163,Level safe good keep,Drama,1976,28-10-1976,USA,1036110.03,675908.63,1649158.64,199298.52,372143.44,7.0,65,5879,2880,Mary Mitchell,Brian Gentry
4164,Break popular,Romance,2000,13-09-2000,USA,277285.75,536253.03,1126522.87,57081.87,270658.54,5.9,45,3780,629,Ryan Tate,Gina Fernandez
4165,Personal stuff,Romance,1984,14-08-1984,USA,19363642.88,32052429.22,52096915.93,4184878.81,18656683.26,5.6,41,16047,174,David Rosales,Christina Jones
4166,Glass set,Drama,1981,20-11-1981,Canada,653457.69,702105.11,1294459.76,113250.42,388908.84,4.1,43,33279,384,Andrew Chambers,Russell Martin
4167,Mouth,Sci-Fi,1960,16-12-1960,USA,7104066.46,6435483.01,11873062.18,1459912.21,2724940.01,6.4,64,6829,1113,Kelsey Ellis,Adam Williams
4168,On approach,Comedy,1993,03-11-1993,India,6130595.85,6793187.71,12510647.45,1021209.51,3006255.35,6.4,80,4631,121,William Carpenter,Christopher Hurst
4169,President these plant,Comedy,1988,18-08-1988,USA,8399972.85,14451193.06,33363695.82,4260643.39,7289118.86,8.0,76,128,873,Jennifer Henry,Jessica Scott
4170,Mouth,Thriller,2003,18-08-2003,USA,1588047.94,3048687.14,4737837.48,855624.21,1795086.78,5.4,45,2212,7244,William Banks,John Perry
4171,Similar PM system,Thriller,2012,15-11-2012,USA,10394352.01,31814799.14,46527546.24,5977724.69,15574516.61,5.7,54,8967,622,Benjamin Hudson,Sandra Spears
4172,Class lay everyone,Action,2021,17-07-2021,USA,24773663.43,48778561.4,83228659.55,6830063.19,23750544.83,6.9,60,264,131,Philip Simmons,Daryl Douglas
4173,Interesting contain,Drama,1970,25-05-1970,USA,18030185.02,40730115.24,85782565.99,5399573.83,17680329.44,8.5,66,1313,50,Hannah Camacho,Karen Shaffer
4174,Whom meet understand,Comedy,2003,10-09-2003,USA,8296807.76,5053416.85,8296807.76,745511.99,2852445.68,5.2,49,6936,50,Tracy Tucker,Patricia Keller
4175,Maybe article,Comedy,1987,11-02-1987,India,2510290.79,3883348.49,6152882.16,665896.85,2305293.92,4.1,41,3829,421,Christian Hernandez,Greg Ball
4176,Season positive,Comedy,2021,31-10-2021,USA,6847260.89,11206902.09,17106155.73,1829780.95,5141010.97,2.0,30,1387,549,Charles Lopez,Peter Sanders
4177,Create bar,Comedy,2010,11-09-2010,UK,346736.44,610532.89,986434.58,155143.98,350002.73,3.9,51,791,265,Kelsey Ellis,Kimberly Ramirez
4178,Remember standard,Comedy,1959,31-07-1959,USA,9140662.85,21088326.06,40067130.51,2240561.76,10304952.44,6.2,63,3200,1263,Patricia Munoz,Monica Nelson MD
4179,Pattern,Drama,2023,20-04-2023,India,4616709.8,9391982.25,13729703.02,2676651.01,3876986.67,5.0,69,18209,374,Jerry Owens,Darren Jones
4180,And until something,Romance,2000,14-02-2000,USA,1818515.04,1151949.65,1818515.04,115871.68,548406.53,6.4,84,8855,2090,David Hall,Dr. Edward Smith
4181,Action traditional recently,Sci-Fi,2022,27-08-2022,USA,1265369.65,1885455.3,4339082.21,374426.08,799096.05,6.1,59,58939,181,William Carpenter,Mr. Michael Snyder
4182,Middle,Thriller,2020,08-10-2020,Australia,3145652.02,3990049.86,8128103.31,976833.82,1972574.25,8.2,93,4696,507,Jessica Rodriguez,Ashley Juarez
4183,Why rather,Sci-Fi,2001,14-02-2001,USA,9683550.87,9948122.23,20122689.9,2278872.29,4129539.52,5.2,52,10242,231,Colleen Willis,Jason Ramos
4184,Court expert stop,Comedy,2001,03-05-2001,USA,669381.67,1637738.79,2599722.14,304505.61,972979.9,6.2,51,899,300,Chad Koch,Greg Ball
4185,When run process,Comedy,2006,27-11-2006,South Korea,8706167.13,9241807.4,13757976.32,1852449.17,4471074.01,7.9,69,13009,63,Kelsey Ellis,Sabrina Massey
4186,Probably real,Comedy,2011,10-11-2011,Australia,3804299.93,3773102.79,7184496.77,547691.81,1603995.61,7.1,56,711,535,Kimberly Barker,Mrs. Stephanie Palmer
4187,Policy five,Drama,2024,20-04-2024,South Korea,19681123.33,13264466.04,19681123.33,1879642.29,6217921.2,5.8,65,2709,745,Donna Hall,Meghan Johnson
4188,Computer option,Drama,2002,24-01-2002,Canada,3745899.67,6871235.08,14175155.37,1577729.87,3562594.53,4.9,48,9077,1623,Christian Hernandez,Mary Wolfe
4189,Individual treat,Comedy,1987,18-05-1987,USA,3506456.92,4721209.82,7236524.1,612650.42,2500677.47,7.9,76,11681,1562,Karen Smith,Joel Hunt
4190,Real practice firm,Thriller,1998,24-08-1998,USA,3006295.94,2939497.01,6695995.83,334205.07,1187798.89,6.9,77,768,204,Jennifer Atkinson,Tracy Klein
4191,Yet property fall,Drama,1998,11-01-1998,USA,4499650.08,7408315.68,14869575.3,2154802.65,3859450.26,6.4,73,9138,50,Troy Cochran,Mr. Michael Snyder
4192,Way lawyer however,Comedy,1995,24-10-1995,India,25194802.69,15719792.39,25194802.69,2426320.85,7199636.07,9.6,100,686,71,David Morris,Jeffrey Sharp
4193,Almost key answer race,Comedy,1983,28-05-1983,USA,248685.54,570407.47,1017168.63,131614.51,297742.92,4.8,34,1268,472,Susan Farley,Sharon Riley
4194,Church writer feeling,Horror,2024,21-07-2024,USA,10557330.01,14332469.35,21803304.35,3607145.88,7925671.41,6.2,67,673,1416,Sonya Clark,Alyssa Wolfe
4195,Rest listen not,Thriller,2004,06-05-2004,USA,4616020.31,6432350.11,10491791.23,857946.25,3189251.21,4.9,82,3031,158,David Charles,Samuel Bond MD
4196,Save according expert,Comedy,2013,11-06-2013,USA,1719529.54,3206898.3,6955093.35,570778.3,1530600.96,5.8,73,1901,2150,Michelle Collins,Jeffrey Smith
4197,None great just,Horror,2003,13-08-2003,Japan,2450705.54,2063628.47,3347144.03,418136.73,880040.41,5.4,58,695,5599,Chad Peters MD,Joel Hunt
4198,Page since art,Drama,1958,03-08-1958,USA,18599513.95,16512072.72,35198008.25,4465082.99,8814305.72,4.8,27,1712,232,Denise Horne,Miranda Armstrong
4199,Better decide,Romance,2007,25-08-2007,USA,201356.39,509729.12,735377.89,94012.93,225542.28,6.4,82,8225,534,Mrs. Hannah Campbell DDS,Teresa Davis
4200,Government store bed thought,Drama,1972,05-09-1972,USA,32295060.42,79457012.73,154515200.7,14239094.13,47204561.56,8.8,75,1236,471,Shannon Ross,Gabriel Mathis
4201,Fish resource strategy,Drama,1999,05-02-1999,UK,2107885.17,1460074.03,2107885.17,339657.37,601575.5,6.1,54,20527,76,David Hall,Mark Smith
4202,Ago every boy,Drama,1952,19-06-1952,China,814605.61,813905.77,1887099.26,212971.52,364134.05,4.0,27,682,81,Michael Chung,Deanna Johnson
4203,Unit ok,Action,2024,04-03-2024,USA,485858.26,587336.75,888943.74,135168.05,247532.67,5.6,56,2418,50,Sean Howard,Valerie Dennis
4204,Us produce,Comedy,2014,04-06-2014,Germany,3082496.54,6149102.6,13662910.7,1748484.0,2606978.42,5.2,51,7265,208,Jessica Gonzalez,Melissa Cain
4205,Owner teach rate need,Comedy,2017,27-12-2017,USA,235661.25,296760.61,550729.95,82139.59,150122.89,8.5,74,1633,574,Stephanie Hayes,Adam Bowman
4206,Fast health,Drama,1987,05-05-1987,UK,14530220.06,7879126.18,14530220.06,1428852.83,4066817.81,8.5,100,2800,1085,Mark Brooks,Douglas Bullock
4207,Suffer leg each,Horror,2011,01-08-2011,USA,38240014.25,33591654.43,64710562.37,5369536.6,13784830.18,9.1,77,697,387,Colleen Willis,Sheila Dunn
4208,Get series movie,Drama,2001,23-06-2001,USA,100000.0,186232.57,459671.11,45445.86,79062.61,7.7,94,1434,1277,Jason Jones,Meredith Williams
4209,Against other fine,Action,1961,31-07-1961,Australia,3021385.42,8468606.6,13360980.49,1596363.89,4707655.01,8.2,84,20274,50,John Jones,Brittany James
4210,Sport,Action,2013,27-06-2013,USA,1372628.31,1337412.17,2758805.68,240592.9,754074.7,8.6,97,6269,949,Tara Underwood,Scott Anderson
4211,Sense rule money side,Thriller,1974,25-01-1974,USA,11665263.64,20461126.8,35143343.48,2229443.68,10104610.47,4.6,40,33147,1540,Melanie Olson,Jorge Thompson
4212,Concern spend,Sci-Fi,1983,05-02-1983,USA,5215592.19,2720857.57,5215592.19,315341.15,1590315.77,7.3,79,12447,405,Sean Howard,Joseph Gonzalez
4213,Mr way,Comedy,2020,30-05-2020,USA,875078.57,1636943.37,2518053.56,421459.91,792828.99,5.3,46,8656,3157,Bryan Murray,Steven Green
4214,Executive here available,Comedy,2015,04-12-2015,USA,1772382.45,2033797.36,4296475.65,449270.81,971957.81,6.1,42,333,50,Claudia Smith,Lauren Horton
4215,Story receive sort,Drama,2014,01-01-2014,Canada,2248150.83,3435271.87,5305830.18,871558.41,1485302.08,5.9,58,4107,50,Bryan Murray,Peter Sanders
4216,Difference sport face,Thriller,1961,25-02-1961,Japan,46913963.95,30218717.62,46913963.95,4531921.48,14558893.39,7.5,89,1748,452,William Banks,Stephanie Moore
4217,Dark often,Comedy,2017,29-08-2017,USA,837481.45,1148322.37,2041632.46,179293.8,505811.54,6.9,72,935,918,Amanda Montgomery,Morgan King
4218,Improve,Drama,2009,17-01-2009,USA,36628995.21,57287536.78,93627098.0,13647590.81,24665646.43,5.2,51,5829,146,William Banks,Miss Jennifer Parsons
4219,Do find,Drama,1995,10-05-1995,Japan,11081564.91,22879671.86,45305309.18,2642955.81,9341730.8,6.7,74,2873,175,Joshua Baker,Jorge Kennedy
4220,Realize prepare,Drama,1956,23-07-1956,India,1023832.73,1943636.71,2976182.29,284282.68,1052526.27,4.1,41,895,4450,Mary Mitchell,David Martin
4221,He behavior moment,Romance,2006,12-03-2006,USA,2652551.99,2264559.91,4272231.88,511296.92,1241614.91,5.0,42,8888,289,Colleen Willis,Adam Williams
4222,Others part,Romance,2011,29-11-2011,USA,3136460.87,5215732.54,10279216.84,1318948.89,2324820.13,4.5,42,26916,226,Darrell Carlson,Brittany Kelly
4223,Culture better machine,Thriller,1989,05-10-1989,South Korea,134372.13,116990.02,281404.57,17522.53,57069.6,4.3,39,19842,50,Rachel Hayes,Terry Martinez
4224,Computer method machine,Sci-Fi,1986,21-03-1986,USA,12251651.49,10353955.44,14831392.11,2781373.89,5708694.57,6.1,57,871,231,Faith Franklin,Kathryn Stevenson
4225,Evening else,Comedy,1951,29-08-1951,USA,1590189.34,1559180.68,3147884.78,228192.35,887960.33,5.1,50,2391,57984,Carolyn Schwartz,Eric Nelson
4226,Put team take,Documentary,2001,15-11-2001,USA,1168179.61,574276.64,1168179.61,159046.09,256840.38,8.7,97,18981,186,Faith Franklin,Pamela Frey
4227,Mrs traditional,Romance,2020,16-02-2020,India,53106880.98,97798125.22,205867335.4,17393273.87,47764010.15,5.2,57,1382,10547,David Morris,Ashley Pena
4228,Although ever,Drama,2024,28-08-2024,USA,522351.52,551972.83,899280.58,161549.14,283517.26,7.8,62,2200,186,Kim Watkins,Mark Crosby
4229,Drug there,Documentary,1978,28-05-1978,USA,2053504.4,3627043.82,6070136.41,391388.47,1898541.25,5.5,54,109,56827,Jennifer Henry,Lorraine White DDS
4230,Green,Romance,2007,21-05-2007,USA,894162.83,2118652.57,3639849.45,585729.59,1045184.25,6.4,67,1261,50,Chad Koch,Krystal Cross
4231,Traditional parent number,Comedy,2024,11-07-2024,Australia,573998.51,449823.46,727436.36,74586.56,267193.86,5.7,49,154,50,Sharon Wilson,Dennis Perry
4232,Join a,Thriller,1982,26-10-1982,USA,220462.86,503031.61,1029453.54,81418.28,236973.85,8.7,85,492,53,Suzanne Gonzalez,Darren Jones
4233,Apply fish,Thriller,2013,09-12-2013,South Korea,13870001.22,10794071.02,21992328.01,1237519.03,6461152.83,7.7,71,6127,1968,Shannon Ross,Jennifer Hendricks
4234,Black store,Documentary,2011,21-06-2011,USA,1729122.02,3327226.29,6766000.82,608003.08,1632537.63,7.9,65,3736,574,Elizabeth Lane,Casey Briggs
4235,But most performance,Drama,1994,29-10-1994,USA,10128203.46,5068103.0,10128203.46,854630.63,2107998.65,6.4,73,185,1861,Adam Brown,Meghan Mcintosh
4236,Role personal customer,Horror,1990,16-06-1990,USA,502051.99,731664.1,1317868.87,217860.5,330411.57,3.7,32,1829,562,Diana Davis,Christopher Tucker
4237,Around phone,Thriller,2024,20-02-2024,UK,3519735.42,2376197.42,4031212.65,520973.59,1145214.75,7.9,79,3430,50,Francisco Ford,Deanna Johnson
4238,Attack mission,Horror,2001,12-04-2001,USA,5611132.67,15385096.77,25480266.75,1689333.85,7030616.4,6.8,59,4738,159,David Charles,Corey Johnson
4239,Personal direction table you,Sci-Fi,2019,21-09-2019,USA,6563450.73,5117835.55,9783402.58,943345.93,2593137.82,6.3,57,21284,257,Jeremy Ray,Michelle Thomas
4240,Same involve,Horror,2022,26-04-2022,USA,62836031.24,64766060.91,94892702.28,16222519.76,30939280.14,7.2,77,31142,666,Emily Miller,Jamie Chavez
4241,Local woman,Drama,2015,02-05-2015,India,2190370.5,6871484.46,9898198.95,698037.4,2989061.71,4.9,44,3852,191,Paul Rogers,Seth Johnson
4242,You charge,Comedy,2002,02-04-2002,USA,179537.42,429482.72,814776.02,109824.77,209578.66,7.3,75,3856,666,Ashley Medina,Jeffrey Holloway
4243,Anything share morning,Drama,1999,29-07-1999,China,9864244.6,6900132.54,15251487.03,839069.63,3894192.32,5.6,50,490,207,Joshua Morales,Jeffrey Haley
4244,Couple,Documentary,2001,04-10-2001,Japan,4357402.33,6824104.51,11757698.72,1455911.11,3618146.95,6.0,59,1287,248,Rachel Hayes,Tami Miranda
4245,Those relationship,Comedy,1971,24-12-1971,USA,1806615.46,2619047.43,4383334.23,332437.55,1168840.65,6.1,74,1264,54,Brooke Morales,Casey Collins
4246,Have toward,Drama,2013,08-07-2013,USA,6889998.72,18097420.3,30520238.56,4534004.19,8096821.61,5.1,41,489,1407,Daniel Brown,Sandra Spears
4247,Provide,Comedy,2000,18-11-2000,France,567733.37,714914.59,1311439.65,96541.5,313289.59,5.9,57,434,50,Carolyn Schwartz,Isaiah French
4248,Movie cup this,Drama,2020,19-01-2020,USA,448199.35,533643.4,915527.84,75354.05,228769.97,7.5,76,4176,16079,Barbara Torres,Casey Collins
4249,Difference although majority,Romance,1972,27-11-1972,USA,5195823.21,7597616.08,17444263.47,2147321.75,3060180.67,6.7,87,3819,3956,Mary Mitchell,Douglas Bullock
4250,Find generation must,Comedy,1986,12-09-1986,South Korea,1379049.49,4110894.91,6799754.32,866198.76,2210200.71,5.3,48,359,304,Maria Lane,Mr. Michael Snyder
4251,Future fear,Horror,2023,01-03-2023,USA,3532791.82,6366048.04,13914060.64,652143.69,3108209.39,7.6,94,7261,1140,Manuel Benton,Elizabeth Holmes
4252,Common him none,Documentary,1991,29-09-1991,USA,494736.54,628909.73,959429.98,72240.18,358990.83,9.7,88,8759,294,Judy Walker,Dustin Jackson
4253,Question minute newspaper,Comedy,2024,12-12-2024,USA,6679764.58,11454999.01,18382259.46,1345508.4,5175330.43,8.8,100,2647,98,Jessica Singh,Kristy Faulkner
4254,Challenge parent than,Romance,2003,21-11-2003,Germany,5822442.26,10986551.99,17800343.93,3133503.59,4792880.64,5.5,74,4838,125,Darlene Murphy,Jacqueline Cooper
4255,Relate,Thriller,2022,17-06-2022,USA,1885654.83,2171010.04,3399048.48,490077.97,986566.0,6.6,91,16554,178,Robert Webster,Stephen Clark
4256,Analysis sort beautiful,Drama,2020,26-04-2020,USA,3884758.99,6918876.7,14520187.87,1242310.31,3123399.19,6.2,52,16356,229,Kristina Moore,Melissa Cain
4257,Also newspaper interesting,Drama,2025,08-08-2025,USA,19707030.56,10628776.91,19707030.56,1321739.71,5784560.55,5.8,73,1032,2424,Diana Davis,Marc Vasquez
4258,Yes trip writer star,Comedy,1953,18-04-1953,France,5274153.86,6059632.74,13019492.82,726786.98,3346701.79,5.2,25,970,402,William Walker,Becky Kerr
4259,Cut city individual,Horror,2013,07-12-2013,USA,52934196.45,155905238.8,248612247.0,25530809.31,92798391.78,4.8,47,13502,728,Melissa Cohen,Mrs. Margaret Smith
4260,Security crime,Comedy,2013,16-09-2013,USA,28160917.22,12692272.8,28160917.22,3676103.61,5725004.17,6.7,74,10404,4610,Jordan Orozco,Carla Dougherty
4261,Shoulder career walk,Comedy,2005,05-02-2005,USA,1906805.73,1009091.34,1906805.73,283886.46,496475.46,6.9,56,7533,312,Robert Hendricks,Kimberly Johnson
4262,Word see station fact,Action,1997,12-06-1997,Australia,2482689.47,8046354.34,12302568.87,2045473.83,3574906.35,8.4,92,16996,1011,Jonathan Evans,Ashley Reeves
4263,Director Mrs subject,Drama,2020,09-01-2020,USA,15893760.6,10780660.55,19554047.59,1811420.92,6021256.95,7.4,72,2535,214,Daniel Rivera,Leonard Contreras
4264,Dark international,Documentary,2009,28-07-2009,USA,6022603.72,4174224.6,6022603.72,941864.23,2000804.37,6.3,68,1107,6348,James Cross,Joseph Leon
4265,Spend prove,Drama,2023,05-05-2023,USA,709795.4,1111901.89,2326482.48,141390.86,599845.38,6.4,61,6203,174,Mark Brooks,Kathryn Hunt
4266,Kitchen fine herself difference,Thriller,2017,18-06-2017,Japan,2813758.9,3091324.15,7207344.48,760850.83,1360015.34,7.0,54,25745,3768,Nicholas Murphy,Jennifer Leach
4267,First,Thriller,2004,18-03-2004,USA,4873020.14,2695326.57,6394759.77,334102.81,1177544.94,7.5,64,3088,468,Jessica Gonzalez,Kimberly Smith
4268,Their,Romance,2010,24-02-2010,USA,2894597.3,3387602.45,7491751.31,664247.01,1844514.73,6.5,61,8079,202,Adam Brown,Patricia Keller
4269,Man leader,Action,2016,25-02-2016,Canada,949343.95,2532120.47,3937166.19,656302.16,1498532.28,6.8,63,5155,69,Jordan Orozco,Valerie Dennis
4270,Letter interesting,Horror,2008,27-09-2008,USA,2207716.34,4286464.09,6364178.24,458542.09,2469185.18,7.7,54,4369,560,Michael Manning,Eric Obrien
4271,Scene action,Drama,2014,06-01-2014,USA,1974727.81,5549520.14,8322167.63,578226.78,2811131.24,4.9,52,14633,685,Jeremy Davis,Scott Anderson
4272,Human,Horror,2024,24-09-2024,USA,326256.46,216306.79,326256.46,43338.68,98882.68,9.6,100,1767,1496,James Cross,Theresa Cooley
4273,Wear lead truth much,Romance,1966,18-06-1966,USA,80823684.76,49161054.44,80823684.76,8601498.21,27387454.43,4.0,43,256,143,Melanie Olson,Samuel Bond MD
4274,Not himself rule,Comedy,2020,17-12-2020,USA,1123923.97,2816707.15,4117989.44,579759.02,1242699.77,8.6,92,1869,259,Sonya Clark,Sharon Rodriguez
4275,Enter article another side,Horror,1951,07-04-1951,USA,1133387.96,1086873.03,1773783.35,113307.48,473836.07,7.9,68,3578,756,Mr. Drew Clark Jr.,Mark Jones
4276,Alone option,Thriller,2012,07-06-2012,USA,1938597.9,3587668.38,7133286.54,660398.99,1601328.93,6.6,63,5396,50,Tara Underwood,Morgan King
4277,Condition,Comedy,1960,29-03-1960,USA,3318530.1,1898750.81,3318530.1,399057.86,869088.89,9.9,86,2472,50,Melissa Hernandez,Catherine Rogers
4278,Century magazine image,Action,2008,21-08-2008,USA,4622451.86,8240930.4,14203705.48,2089135.41,3558149.91,5.8,47,1272,50,Robin Hooper,Pamela Lopez
4279,Through,Documentary,2018,16-03-2018,USA,4290135.38,7851983.83,14747887.01,1299131.05,3780975.61,8.4,100,773,50,Amber Anderson,Marc Vasquez
4280,Even anything,Drama,2016,26-01-2016,China,13121450.54,38434067.59,56019198.17,6890563.81,20761192.82,8.1,69,1235,1454,Lisa Atkins,Steven Green
4281,Contain skill,Drama,2013,14-12-2013,USA,860663.76,1326370.32,2061337.72,135589.93,574196.44,5.6,49,2076,375,Janice Taylor,John James
4282,Meet black,Romance,2025,15-05-2025,USA,3496996.57,5420219.95,10589557.21,1565331.55,2243565.32,6.2,73,5278,267,Gary Simmons,James Erickson
4283,Between remain catch,Comedy,1980,26-12-1980,India,2869327.66,2048332.12,4966913.6,335285.78,915798.5,6.6,68,232,1300,Barbara Torres,Ronald Thompson DDS
4284,Message treat method hear,Horror,1988,19-12-1988,Germany,3762970.08,2620448.67,4133043.75,575653.4,1354213.41,4.1,12,6571,50,Francisco Ford,Seth Smith
4285,Bank candidate future,Horror,1974,01-01-1974,USA,2292063.87,2465803.56,4179701.91,460055.37,1136816.06,6.3,48,20637,50,Sonya Clark,Alyssa Wolfe
4286,Nature PM,Drama,2002,08-06-2002,USA,4387359.45,5186303.59,8911596.4,661789.68,2715485.5,6.3,62,946,298,Shannon Ross,Jeffrey Holloway
4287,Choose democratic piece,Drama,2022,23-02-2022,USA,1428820.87,2089923.18,3707004.04,362535.72,870661.82,5.1,39,794,748,Jennifer Miller,Dennis Perry
4288,Alone something,Action,2011,22-02-2011,UK,15442267.43,23416932.78,53666820.57,4413930.35,9383464.99,5.3,48,2298,1347,Rachel Hayes,Sandra Brown
4289,Place upon,Thriller,2004,26-10-2004,USA,34998604.21,18545394.96,34998604.21,2306424.69,10185589.44,5.4,46,12669,50,Michelle Collins,Valerie Dennis
4290,Realize skill election Congress,Drama,1963,09-02-1963,USA,3957883.05,7360465.03,12813534.87,1916436.75,3785420.5,5.5,49,699,50,Barbara Torres,Adam Bowman
4291,Almost memory end,Comedy,1965,17-04-1965,Canada,923461.33,1997252.45,3137934.96,222508.21,868824.42,5.2,37,860,50,Crystal Harris,Amber Willis
4292,Mission say together,Drama,1985,27-05-1985,USA,139214.05,327393.58,612642.04,64066.49,187261.43,4.3,39,3326,2138,Mr. Drew Clark Jr.,Lynn Pierce
4293,Court surface,Sci-Fi,2020,08-10-2020,USA,1527887.56,4331611.71,7624052.17,705853.07,2002513.8,4.6,45,1448,50,Matthew Beck,Duane Fletcher DDS
4294,Participant party,Comedy,2018,10-09-2018,South Korea,22389803.48,49114301.14,76311551.85,6748758.76,29406375.66,6.8,56,93089,438,James Cross,Brandon Davidson
4295,Individual sign,Drama,1996,14-08-1996,USA,6289591.83,4369031.04,9334222.91,1063701.48,2572765.6,4.4,27,934,1389,Eric Ramirez,Kathryn Stevenson
4296,Music while,Romance,1991,03-08-1991,USA,2773791.84,1149410.71,2822577.5,213728.04,586842.07,6.9,77,2553,170,Mary Mitchell,Samantha Sanders
4297,Rock manager morning no,Thriller,2013,27-08-2013,USA,908742.79,1166657.34,2585281.6,190119.16,579948.87,7.2,49,2274,144,Jeremy Ray,Darren Jones
4298,Two history four without,Thriller,2014,22-04-2014,USA,4593835.88,9159589.72,15664864.71,1615830.45,4480234.75,4.5,42,4479,2843,Darlene Murphy,Kimberly Johnson
4299,Poor,Horror,2008,06-06-2008,India,321038.38,157935.5,321038.38,22195.25,93894.48,9.8,99,276,21982,Robert Webster,William Prince
4300,Issue pattern,Documentary,1998,29-01-1998,USA,805851.27,1502790.2,2832629.48,254518.35,668096.93,6.4,55,384,139,Matthew Beck,Lorraine White DDS
4301,Politics around soon,Sci-Fi,1990,31-03-1990,USA,2586930.94,2611408.54,4747399.28,323903.65,1162246.83,5.3,60,1248,2247,Jennifer Atkinson,Joshua Willis
4302,Huge finally forget,Action,1960,30-07-1960,USA,1813899.37,1673890.11,3269082.6,256576.85,966349.56,6.3,78,526,1151,Kim Watkins,Dustin Jackson
4303,Likely size,Documentary,2024,07-08-2024,USA,16482634.68,27717904.36,63621958.66,7780223.3,14591220.76,6.4,53,4286,224,Jeremy Davis,Robert Walker
4304,Rich human audience,Comedy,1995,10-02-1995,USA,3829576.56,1875801.93,3829576.56,514001.15,1076935.88,5.8,61,4277,3714,Adam Brown,April Murphy
4305,Process fill,Drama,1990,11-12-1990,India,629501.23,1534854.1,2221639.31,386227.01,631920.53,8.7,96,8185,363,Michael Chung,Heather Allison
4306,Blue although thank strategy,Sci-Fi,2010,28-05-2010,USA,1005048.1,2027619.91,4891218.84,286815.36,1202160.06,3.3,34,2048,545,Paul Weiss,Jeffrey Sharp
4307,Guy manage,Thriller,2013,13-03-2013,USA,10045328.16,11485874.44,27525743.53,2984648.3,5769575.08,9.1,100,1457,2038,Karen Smith,Joshua Willis
4308,Measure again save,Romance,1983,05-03-1983,USA,5879041.26,3758315.49,5879041.26,1020912.43,1619742.12,6.0,89,13017,1841,Karen Robinson,Tracy Klein
4309,Identify western information,Comedy,2012,30-06-2012,USA,1336067.19,1164832.28,2835173.53,313012.23,533227.35,5.7,48,1168,4232,Rachel Hayes,Melissa Cain
4310,Couple,Romance,2012,28-09-2012,India,3021592.9,1309709.24,3021592.9,167283.88,665989.91,7.1,79,2907,6619,Joseph Willis,Tonya Campbell
4311,Coach apply each,Documentary,1997,10-11-1997,France,968117.74,906187.25,1415079.46,105846.16,393717.38,8.7,71,2555,454,Ashley Medina,Stephen Clark
4312,Eat across,Horror,1964,17-12-1964,USA,743880.51,2025735.27,3573037.3,582630.07,1037814.91,5.3,55,13601,504,Brenda Smith,Sabrina Massey
4313,Give cause,Drama,2012,18-02-2012,USA,3510375.71,4472364.97,7592488.6,695022.65,2387854.18,7.4,77,359,3892,Michael Ross,Nathan Nelson
4314,Amount picture various,Romance,2009,27-06-2009,USA,356073.04,222650.68,497526.01,56368.68,105105.2,8.1,75,24817,50,Joseph Willis,Donald Benson
4315,Another already draw,Horror,1972,18-12-1972,USA,17306284.72,35957512.74,54113472.57,8494881.35,19920711.21,7.5,72,588,847,Diana Davis,Michael Martinez
